UserID,Avg DailySteps,Avg ActiveMinutes,Avg ExerciseMinutes,Avg Calories Burned
1555,5230,87,4,2059
2114,11107,49,3,2007
1396,10533,79,20,2503
2047,3599,29,18,1927
2159,3939,16,39,2278
2332,7124,45,34,2019
2155,10544,37,15,2681
1837,6458,86,58,3170
1090,4136,26,31,1664
2008,9513,64,23,3200
1562,5416,32,52,2050
1457,4514,19,49,2850
2329,6877,25,23,1673
2484,10953,80,43,2181
1770,6355,57,58,3118
2328,8227,89,4,2596
1840,11626,79,14,2956
1468,11291,17,5,1693
1627,6886,72,14,2627
1888,11737,67,15,2977
1402,4015,48,31,2123
1804,3530,39,52,3159
2114,11107,49,3,2007
1981,5131,53,53,2421
2114,11107,49,3,2007
2168,7882,58,11,2977
1764,6125,53,11,1724
1604,10214,85,59,2354
2334,4927,21,38,3067
1059,3127,68,43,3029
1037,3302,60,42,2184
1677,7441,56,3,1723
1566,8793,45,0,2106
1842,8523,46,2,2986
2457,6001,74,15,2164
1207,11684,68,12,2788
2359,11906,22,37,2055
1847,10555,85,21,2712
2112,4670,77,31,2293
1134,5668,37,53,2788
1196,8796,19,5,2705
1347,6699,30,53,1861
1632,8779,57,31,2222
1424,11612,60,21,3012
1374,6364,47,49,2927
2007,5988,23,3,2563
2488,3479,59,43,1675
2485,4476,65,33,2540
2151,9956,33,9,1740
1712,7587,57,56,2676
2224,6073,82,43,1620
1526,4370,71,35,2148
1712,7587,57,56,2676
2140,9939,50,56,1628
1700,5391,66,33,2426
2002,7832,15,7,2147
1736,10593,38,42,2244
1009,5743,79,49,3168
2187,5637,54,3,1924
2106,3427,81,13,1846
1419,3229,26,23,2155
1261,6939,40,13,2438
1400,9922,63,39,2706
1893,6742,82,27,2584
2042,9902,15,57,3026
1435,3762,58,2,2648
1585,11675,50,43,2403
2037,3707,63,6,2115
2139,7907,89,53,1678
2402,8112,76,48,2285
1836,10364,18,24,3068
1220,7248,78,23,1950
1677,7441,56,3,1723
2432,4768,62,34,2323
1125,6631,31,54,3030
1755,6808,24,28,1742
1055,9934,69,6,2809
1670,6307,54,51,2582
1903,10987,71,35,1648
1889,9861,58,1,2384
2262,7265,88,26,2258
2015,9886,32,45,2821
1173,6303,59,33,1603
2326,9157,39,49,1744
1159,8610,18,32,1702
1865,3681,40,1,3171
2144,9715,46,9,1815
2186,6926,20,31,2280
1230,5939,56,7,2175
1704,6833,29,58,2730
1474,7307,73,0,3152
2312,5104,81,23,2730
1428,9274,66,48,2519
1796,6337,55,3,2985
1490,4187,24,9,1960
2338,7298,87,44,3097
2227,5069,53,7,2981
2492,9077,65,2,1752
1928,3390,60,8,2878
1175,3240,43,19,1749
2264,4010,90,22,2064
1793,6572,25,21,2754
2211,11136,33,55,2516
1520,7757,18,21,3118
2469,10159,78,17,2428
1913,11991,33,41,3056
1830,9661,56,41,1832
1836,10364,18,24,3068
2080,10611,44,8,2195
1827,10237,64,39,1877
1263,11483,76,39,1751
2160,7812,74,10,2985
2172,7187,78,20,2933
2066,8727,88,54,1662
1523,3843,40,52,1647
1944,5557,45,6,3007
2202,5083,81,46,2147
1156,9325,83,10,2729
1146,9225,18,58,2457
2213,5168,71,23,2116
1844,5998,69,17,3102
1726,9224,44,13,2404
2272,4155,77,17,2663
1748,7799,69,44,3199
1273,3285,30,17,3183
1075,11864,89,10,2242
1457,4514,19,49,2850
1910,11342,16,15,2724
1081,8455,59,58,2082
2360,3950,33,43,1644
1302,11813,44,42,3156
1020,5937,49,23,2449
1191,6747,63,28,2597
2099,7032,66,33,2041
1136,8248,28,35,1830
1433,3594,24,4,2817
1314,6747,86,55,1743
1667,4376,59,2,2640
2078,8984,88,51,2997
1352,3749,32,49,1837
1583,3679,74,7,1705
2174,6482,52,59,3112
1708,6172,52,60,2501
2466,6247,58,23,3030
2439,8876,60,4,2422
1458,9897,90,44,1657
2213,5168,71,23,2116
2170,8055,20,39,2231
1660,3397,63,33,2110
1096,7424,15,26,2694
1431,5464,65,38,2775
2148,3356,38,37,3069
2105,4162,23,50,3180
1467,8313,17,23,1731
2082,8590,50,13,3136
2352,10586,28,14,2153
1761,4308,55,0,2217
2075,4503,86,49,1854
1292,11224,15,50,1646
1257,9130,54,30,2890
2117,9909,36,17,2966
1509,3317,52,30,2810
1326,11587,41,30,2947
1322,11967,45,51,2093
2237,11748,39,55,2711
1222,11037,86,18,2692
1667,4376,59,2,2640
1221,11780,75,32,2160
1879,4757,63,59,2134
1385,11101,60,51,1742
1315,3252,21,54,2592
1290,10278,81,12,2369
1238,4630,59,19,2871
2332,7124,45,34,2019
1931,4118,56,34,1965
2453,10353,67,50,2334
1455,3639,39,31,2641
2366,10855,36,4,2736
1667,4376,59,2,2640
1942,3486,81,47,3059
1314,6747,86,55,1743
2204,9990,61,30,1703
1389,8915,23,22,2848
1227,7358,88,28,2150
1944,5557,45,6,3007
1798,4128,73,11,2994
1970,7033,80,2,1760
2003,9539,27,44,1941
2250,8118,75,9,2763
1982,10451,68,60,2174
2126,11467,28,17,2591
1992,10701,74,19,1872
1981,5131,53,53,2421
1288,8649,56,0,2493
1025,7090,64,47,2247
1664,7181,31,26,2107
2026,9891,88,35,3096
1414,6805,72,48,2343
2336,8883,49,3,3016
2200,4354,57,27,1853
2020,11896,35,39,1787
2090,5227,63,4,1997
1234,3572,25,6,3169
1732,9568,73,38,1888
1201,9778,19,7,2213
1254,5807,19,28,2788
2071,11214,76,43,2276
1456,7833,38,37,2836
1675,6476,60,8,2899
1929,4184,46,32,1656
1300,9029,66,6,2704
1567,3032,18,11,2579
1459,6769,79,57,1764
1802,11701,39,37,2370
1606,3646,77,39,2354
1629,3462,32,12,2202
1021,10043,67,21,1820
2184,11606,16,53,2129
2049,3255,30,27,2312
2396,8288,62,7,1717
1955,5344,58,21,2357
1203,9843,88,40,2228
1686,11859,39,15,3073
1988,10278,79,16,2224
1875,6744,27,56,2709
1704,6833,29,58,2730
2294,10568,39,55,2587
1405,6289,45,21,2443
1198,9736,37,26,2574
1407,4431,76,19,2014
1675,6476,60,8,2899
1293,4116,38,12,2151
1133,10712,88,30,1945
1628,7225,24,54,2026
1607,5789,48,9,2128
1523,3843,40,52,1647
1872,8487,22,6,2722
1514,6051,82,34,2539
2065,9156,36,52,2183
1219,3147,88,46,2093
1733,5912,88,19,1887
1291,10550,22,37,3188
1716,6530,62,51,2428
2164,6501,81,12,2643
1010,5335,70,55,3092
1131,3705,16,40,2053
2024,9718,48,34,2102
2176,10842,60,56,2352
1433,3594,24,4,2817
2289,10704,85,56,2347
1650,11429,34,57,2214
2148,3356,38,37,3069
2117,9909,36,17,2966
1402,4015,48,31,2123
1874,4679,77,13,2496
1895,10461,61,21,2710
2183,7239,16,0,3133
1496,11229,15,30,2442
2406,10011,24,30,2489
2449,5986,31,38,3088
1815,7570,29,19,2937
1397,10840,19,20,1737
2210,9040,37,29,2992
1442,9781,30,30,2805
1205,10364,83,30,2851
2457,6001,74,15,2164
1560,6154,56,40,2327
1761,4308,55,0,2217
1813,7643,32,59,2275
1173,6303,59,33,1603
2434,6211,88,56,2793
1256,7531,60,36,1731
1050,4506,22,10,2457
1410,7388,37,51,2883
2483,11503,31,40,1967
1975,6327,41,46,2404
1854,11847,55,39,3082
1987,10285,20,38,1746
1654,6644,38,54,2598
2471,11209,81,39,1858
2360,3950,33,43,1644
1397,10840,19,20,1737
1350,4961,53,30,3088
1467,8313,17,23,1731
1738,5185,63,5,1947
1369,7908,16,35,3120
2483,11503,31,40,1967
1471,4246,35,19,1995
1172,5978,84,58,1680
1681,4842,32,56,2125
2259,11526,58,46,2093
1134,5668,37,53,2788
2429,6444,78,47,1977
1724,6792,82,59,1641
1563,11117,89,52,2055
1482,10176,89,56,2915
2022,9756,55,51,1625
1033,6789,16,24,2368
1488,7815,51,30,2114
1907,9770,61,19,2195
1327,4994,20,6,2358
1414,6805,72,48,2343
2288,8209,18,19,2321
2397,4015,83,11,2754
1265,3775,82,5,2484
1098,11458,69,14,3146
1281,7869,50,40,2508
1706,10677,72,56,2474
1017,7788,49,48,1619
1022,11917,23,46,2321
2278,5550,47,31,2790
1029,11294,70,56,2127
2226,7565,45,22,2376
2341,6812,38,28,1892
1613,8939,57,60,1869
2310,3258,81,36,1638
1340,4571,82,49,3101
1944,5557,45,6,3007
2123,7113,16,4,1942
1292,11224,15,50,1646
1060,5315,26,51,2825
1613,8939,57,60,1869
2192,10062,78,39,2987
2176,10842,60,56,2352
2426,10982,79,0,2356
1823,4200,89,15,1856
1977,11920,31,16,2896
1884,6599,48,21,2057
1676,10346,70,35,2868
2450,7873,21,39,1932
2059,6123,32,30,2569
2491,9468,79,25,1871
2196,3247,63,60,2899
1480,3268,70,28,2220
1639,8558,63,5,3128
2092,9200,27,24,2630
1613,8939,57,60,1869
1638,11587,43,0,2079
1498,9609,23,19,3082
1590,4819,58,42,2408
1581,4100,21,22,2981
2208,3935,35,43,2035
2334,4927,21,38,3067
2130,8700,15,18,2347
1718,7714,39,16,2753
1217,5600,58,8,2953
2295,5392,30,44,3117
1692,8471,19,51,2881
2476,7827,80,13,2022
2229,9926,45,55,2244
1731,6528,66,51,1994
1084,6463,30,41,3198
1305,9558,60,58,1812
2253,10131,34,49,1601
1788,5675,37,13,2209
2442,7661,51,6,1665
1753,7028,55,34,2330
2373,6400,90,26,3125
2081,11742,88,27,1956
1878,9055,41,24,3055
2331,5949,55,39,2906
1990,5348,82,5,3045
2116,6022,37,17,3134
1463,10750,40,60,2707
1306,10725,84,10,2267
2481,7570,85,46,1936
2390,4703,34,12,1772
2030,10155,63,53,1871
2448,4982,73,56,2569
2120,7126,51,20,2315
2479,10027,75,46,1835
1333,7307,84,4,2682
2483,11503,31,40,1967
1392,3371,60,31,2611
1435,3762,58,2,2648
2153,7398,77,56,2012
2269,11591,90,22,2570
2497,3845,43,18,1635
1062,10519,23,3,2653
1241,11041,85,47,2033
1064,4528,32,8,1732
1141,10837,29,43,2803
1676,10346,70,35,2868
1734,7272,33,7,2492
1138,10201,72,15,2185
1930,9891,30,58,2481
1340,4571,82,49,3101
1686,11859,39,15,3073
1148,5102,49,30,2700
1816,8664,22,4,2184
1430,10493,85,38,2947
2342,8837,42,24,2911
1279,3632,65,20,2881
2294,10568,39,55,2587
1330,9843,34,14,2164
2462,11947,80,28,2331
1576,8779,57,49,2535
1961,3308,66,46,2314
1057,7256,16,22,2572
2343,9617,26,49,2151
1825,11894,47,0,1608
1692,8471,19,51,2881
1036,10508,33,0,2328
2360,3950,33,43,1644
2331,5949,55,39,2906
1510,11904,30,34,2658
1143,5298,45,38,1618
1354,11030,83,39,1885
1380,5600,41,16,2087
1867,3097,45,44,1643
2096,9967,80,12,2082
1027,9732,82,49,1679
1053,8722,68,37,2268
2372,6454,23,11,2876
2166,9160,71,41,2037
1938,9845,78,53,1891
2354,8963,88,50,2553
1559,10086,89,25,3167
1885,11764,22,59,2909
2376,9297,30,29,1965
1118,4573,84,11,2041
2444,4189,70,16,2563
1880,9815,82,48,2595
1413,7618,33,25,2924
2257,3354,90,19,2382
1990,5348,82,5,3045
2336,8883,49,3,3016
1856,10029,60,0,2979
1274,7936,18,57,2003
1612,7960,80,44,1890
1209,3652,60,24,2355
1084,6463,30,41,3198
1279,3632,65,20,2881
2087,6657,85,5,2997
2161,5354,56,58,2518
2323,6335,62,39,2816
2185,10884,88,36,1604
1303,3419,28,57,2959
1763,5155,84,41,1931
1264,7875,26,11,1825
1395,8281,59,56,2813
1052,7279,16,31,1957
1470,11472,76,0,2440
2400,11745,33,47,3051
1806,8514,81,47,2963
2223,9623,29,59,2233
1191,6747,63,28,2597
1796,6337,55,3,2985
2064,8274,72,58,2540
2497,3845,43,18,1635
1297,9576,33,44,1847
1910,11342,16,15,2724
2228,11612,80,15,1862
1273,3285,30,17,3183
1727,10045,44,23,2837
1848,7265,48,53,2726
1309,11531,18,34,3168
1523,3843,40,52,1647
2248,6243,79,41,2763
1071,3878,71,7,2073
2481,7570,85,46,1936
1672,8598,24,39,3033
1486,3088,45,60,2876
1069,11295,38,60,2612
2106,3427,81,13,1846
1091,3644,60,42,2847
2027,9653,38,25,1968
2029,11523,82,8,2190
1009,5743,79,49,3168
1959,11590,48,25,1970
1163,3031,40,26,3087
1157,4982,24,51,2618
1382,8258,45,25,1886
1222,11037,86,18,2692
1686,11859,39,15,3073
1490,4187,24,9,1960
1489,11016,30,54,2254
2001,3702,87,59,3126
1478,9555,85,20,1654
1142,6722,82,60,2767
1670,6307,54,51,2582
1455,3639,39,31,2641
1388,10437,84,58,2884
1612,7960,80,44,1890
1190,8502,81,41,2844
1665,3312,26,48,2912
1687,6198,70,42,1757
1181,3726,79,41,1678
1542,4554,37,30,2210
1368,11922,86,37,2529
1610,3912,73,1,1960
1804,3530,39,52,3159
1729,5990,52,33,2343
1810,8620,60,33,2230
1207,11684,68,12,2788
1586,6696,27,31,2869
2317,7230,86,31,1935
1468,11291,17,5,1693
2136,3667,87,16,1835
1599,4783,57,29,2294
1483,8040,37,31,2806
2361,10806,16,35,2339
2255,9556,83,27,2815
1246,3662,45,38,3037
2232,10549,67,29,3059
1585,11675,50,43,2403
1808,10321,59,38,2437
2102,10236,69,5,1936
1828,11683,64,34,2493
1225,5080,31,20,1828
2468,5867,23,50,2196
2040,11368,59,10,1942
2350,6715,25,41,2984
1525,10137,27,51,1747
1758,7985,22,28,2058
1754,11209,73,20,2714
1826,11303,17,5,1939
1594,7661,43,5,3061
1568,11066,64,27,1821
1316,3208,60,0,2125
1101,5363,86,9,3135
1307,3869,61,48,3126
1260,5741,32,3,1995
1136,8248,28,35,1830
1618,4154,60,47,2561
1792,11165,68,43,2820
1567,3032,18,11,2579
1209,3652,60,24,2355
2417,6470,72,26,3002
1939,5762,44,53,2233
1790,11617,70,35,1826
1059,3127,68,43,3029
1626,4948,62,0,2725
1370,11120,31,44,1726
2411,9484,27,19,1703
1368,11922,86,37,2529
1999,6217,36,38,2023
1098,11458,69,14,3146
2408,3544,25,21,1608
2362,11343,30,11,2249
2494,6247,62,60,1727
1345,9067,76,6,1977
1441,7791,27,48,1605
1724,6792,82,59,1641
1925,4068,81,49,2479
1092,8086,89,4,2442
1442,9781,30,30,2805
2113,11870,83,5,2230
1671,3896,57,59,3034
2412,10627,56,53,2906
2228,11612,80,15,1862
2149,7143,47,17,1985
1288,8649,56,0,2493
1531,3569,75,45,2182
1026,9801,72,46,2705
1044,3636,41,44,1898
2084,6463,75,25,1692
1308,7015,27,31,1951
2136,3667,87,16,1835
1494,3721,58,24,2391
2409,7065,75,27,2885
2488,3479,59,43,1675
2137,6685,89,25,2275
1495,10300,36,31,2914
1441,7791,27,48,1605
1781,6268,33,10,1614
1959,11590,48,25,1970
1618,4154,60,47,2561
2422,9467,85,40,2103
1754,11209,73,20,2714
1936,4494,27,32,2227
1474,7307,73,0,3152
1774,9685,41,42,2822
2226,7565,45,22,2376
1051,7260,71,0,1788
1988,10278,79,16,2224
2485,4476,65,33,2540
1975,6327,41,46,2404
1286,10903,24,27,2073
1147,11208,19,2,2535
1184,4333,47,47,3121
2293,9547,30,36,2476
1800,7777,72,14,1871
2315,11801,72,8,2004
1749,7494,77,55,2367
1440,5276,19,32,2136
1605,11203,74,46,2725
1668,10483,34,17,1997
2463,6591,48,39,1704
2303,5220,41,11,2753
2215,4062,59,49,2327
1689,7328,41,26,1964
1006,8284,15,49,2029
1835,7576,89,24,2848
1210,4149,25,11,2951
1287,5985,73,55,1864
1326,11587,41,30,2947
1004,6434,58,41,1724
1653,9739,41,25,2050
1461,3688,76,47,2458
2092,9200,27,24,2630
2497,3845,43,18,1635
1894,10368,24,2,2988
2436,3610,83,20,2416
1066,11378,84,18,2989
1798,4128,73,11,2994
1013,9298,22,24,2103
1204,4823,65,55,2165
1770,6355,57,58,3118
1787,8557,50,7,3123
2340,5366,54,23,3121
1135,11442,16,29,1972
1706,10677,72,56,2474
1989,7718,81,53,3082
1631,3497,86,5,2953
2415,4030,32,18,2600
1103,6191,25,51,1941
1421,4642,88,38,2151
1755,6808,24,28,1742
1229,6011,59,6,2320
1229,6011,59,6,2320
1987,10285,20,38,1746
2254,6097,49,58,2499
2176,10842,60,56,2352
1412,8787,63,30,2605
1667,4376,59,2,2640
1679,7266,52,19,1683
2345,9050,48,26,2888
1658,8396,49,47,2672
1404,5353,44,11,2465
2235,4589,31,3,2245
2020,11896,35,39,1787
1161,9239,24,33,2043
2142,11713,54,42,1974
1467,8313,17,23,1731
2480,3462,67,59,2919
1942,3486,81,47,3059
1149,3817,26,41,3031
1056,6592,80,46,2390
1320,10007,17,45,1995
1275,8413,77,60,2137
1781,6268,33,10,1614
2295,5392,30,44,3117
1573,4222,78,2,2925
1634,3574,56,59,2034
1066,11378,84,18,2989
1287,5985,73,55,1864
1910,11342,16,15,2724
2348,6080,81,3,2187
2111,10596,44,29,1613
2406,10011,24,30,2489
2399,8933,90,21,2954
1598,3060,83,36,2713
1754,11209,73,20,2714
2438,9628,84,13,3116
2446,9287,52,3,2299
1171,9717,15,39,2740
1060,5315,26,51,2825
1766,4693,90,8,2952
2279,6970,67,23,1789
1706,10677,72,56,2474
1255,9471,70,8,1845
2354,8963,88,50,2553
1885,11764,22,59,2909
1535,8898,15,18,3044
2368,3497,74,10,3126
2460,7489,15,49,1877
1453,7802,20,5,1867
2181,5464,75,0,3193
1122,5308,41,26,3057
1270,3990,58,33,1983
1504,10429,90,20,2757
1428,9274,66,48,2519
1984,9320,24,15,3052
1923,10861,68,55,2878
1920,11599,39,49,3063
2429,6444,78,47,1977
1242,3317,87,31,1937
1240,10697,29,17,2793
1610,3912,73,1,1960
2319,9709,16,23,2839
1390,10255,64,18,2983
1750,6365,65,1,2505
1038,3770,73,46,2559
2161,5354,56,58,2518
2467,5118,71,27,2884
1238,4630,59,19,2871
1652,8304,67,25,2321
1469,10283,90,39,2098
1399,9135,33,1,2007
2476,7827,80,13,2022
2362,11343,30,11,2249
1335,7103,77,33,1896
1837,6458,86,58,3170
1227,7358,88,28,2150
2021,10265,75,36,1730
1877,11714,37,17,2032
2499,3483,28,23,1911
1361,10067,30,41,2672
1700,5391,66,33,2426
1084,6463,30,41,3198
2241,6262,33,5,2124
2217,9830,58,22,2063
1591,7079,53,6,2753
1795,7095,38,38,3136
1868,7908,40,18,2651
2327,4748,81,14,2201
1817,7783,27,51,3083
1939,5762,44,53,2233
1803,10494,17,57,1912
2036,3307,65,24,1756
2287,10101,58,47,3007
1766,4693,90,8,2952
2332,7124,45,34,2019
1029,11294,70,56,2127
2066,8727,88,54,1662
1952,3339,88,22,2977
1331,9913,50,53,2926
1825,11894,47,0,1608
1922,6751,26,58,2045
1961,3308,66,46,2314
1134,5668,37,53,2788
2294,10568,39,55,2587
1022,11917,23,46,2321
1861,3133,27,42,2096
1154,3398,87,16,2487
1259,10572,42,13,2857
1120,5610,77,11,2513
1100,5161,81,12,2007
2195,8495,53,56,2165
2424,4316,74,10,2579
1909,5782,53,25,2771
2064,8274,72,58,2540
1410,7388,37,51,2883
2069,4495,90,14,2292
1857,7441,23,11,2439
2335,3393,80,55,2567
1262,6296,32,26,2560
1873,6242,57,57,2552
2031,6205,43,30,2183
2124,9301,25,26,2633
1630,11631,64,19,2901
1659,7671,86,50,1795
2277,11212,33,6,1791
1746,6596,45,37,3128
1680,11675,18,13,2881
1366,10549,28,55,1934
1467,8313,17,23,1731
1200,4266,40,46,2119
2475,10959,47,29,2665
1951,8007,26,54,3029
1461,3688,76,47,2458
2370,5508,45,46,3020
1792,11165,68,43,2820
2193,3435,23,56,2266
1629,3462,32,12,2202
1827,10237,64,39,1877
1871,9620,69,1,3121
1510,11904,30,34,2658
2462,11947,80,28,2331
2316,5436,85,8,2568
2499,3483,28,23,1911
2402,8112,76,48,2285
1715,4242,71,31,1683
1905,11487,23,51,2643
2292,7344,62,17,2050
2273,4427,52,51,1658
1183,4436,43,60,1822
1372,7548,82,16,2436
2324,9284,87,24,2233
2414,6700,79,31,2235
1370,11120,31,44,1726
1474,7307,73,0,3152
1045,5183,56,60,3069
1015,8022,76,46,2876
1193,8874,45,27,3002
2355,10414,67,37,2029
1307,3869,61,48,3126
1577,4379,32,49,2691
1673,5251,76,55,2484
1837,6458,86,58,3170
2333,7826,50,30,2079
1375,7459,17,57,1812
1031,9111,50,29,2412
1468,11291,17,5,1693
2353,11742,49,17,2879
2251,7692,36,14,2994
1453,7802,20,5,1867
1673,5251,76,55,2484
2247,5681,52,16,1651
1473,6814,66,9,3082
1113,3288,35,60,1835
1739,10728,50,26,2136
1006,8284,15,49,2029
2345,9050,48,26,2888
1139,4521,42,28,1851
1212,11411,84,9,2273
1931,4118,56,34,1965
2491,9468,79,25,1871
1572,11459,88,4,2291
1765,4802,40,47,2683
1269,3761,55,41,2344
2287,10101,58,47,3007
2374,8961,84,43,2947
2127,11396,80,39,2657
1692,8471,19,51,2881
1398,6452,41,12,2800
2222,6736,25,5,2246
1311,4313,40,1,2185
1090,4136,26,31,1664
1333,7307,84,4,2682
1443,11030,58,15,2988
1244,9481,61,33,2146
2151,9956,33,9,1740
1519,3890,63,11,2288
1004,6434,58,41,1724
1298,8368,35,59,1704
2422,9467,85,40,2103
1932,5565,53,17,2184
1366,10549,28,55,1934
2220,4268,54,7,2033
1788,5675,37,13,2209
2367,9954,35,18,2151
1260,5741,32,3,1995
1676,10346,70,35,2868
2487,10303,71,40,1943
1224,10031,88,45,2360
1521,10802,26,22,1955
1640,5275,77,53,1954
2101,5118,87,10,2688
1233,3398,68,7,2126
1434,3302,78,47,2350
1403,7802,52,18,2977
2170,8055,20,39,2231
1759,11571,53,11,2321
1039,9615,28,10,3171
1284,4089,22,37,2818
2438,9628,84,13,3116
1796,6337,55,3,2985
1517,3554,31,41,3105
1089,3855,24,55,1754
1640,5275,77,53,1954
2381,4297,56,53,1610
2486,6629,30,34,1680
1413,7618,33,25,2924
1172,5978,84,58,1680
2388,9737,66,31,2698
1076,7158,20,40,2527
1431,5464,65,38,2775
1374,6364,47,49,2927
2272,4155,77,17,2663
1662,3889,17,51,2013
1106,6536,16,13,1832
2453,10353,67,50,2334
1432,5413,36,39,3128
1303,3419,28,57,2959
1114,11343,70,1,2095
2287,10101,58,47,3007
1420,5932,35,8,2564
1748,7799,69,44,3199
1267,8089,86,10,2728
1089,3855,24,55,1754
2127,11396,80,39,2657
1712,7587,57,56,2676
1619,4609,85,49,2052
1225,5080,31,20,1828
1053,8722,68,37,2268
1188,9642,23,46,2448
2495,6877,39,4,3129
1380,5600,41,16,2087
1924,3382,35,59,1854
1474,7307,73,0,3152
2422,9467,85,40,2103
2164,6501,81,12,2643
2185,10884,88,36,1604
1002,4526,70,32,1698
1439,11656,71,57,2608
1319,7153,57,18,3169
1558,7381,47,13,1995
1448,7101,84,60,3171
1030,10409,80,60,2408
1679,7266,52,19,1683
2035,4664,62,55,3091
2228,11612,80,15,1862
2065,9156,36,52,2183
1084,6463,30,41,3198
2493,11449,78,43,2841
1604,10214,85,59,2354
1465,10099,39,32,1698
1636,4655,80,35,2310
2141,10338,53,14,2788
2080,10611,44,8,2195
1376,11113,40,5,1648
2056,3269,64,43,2064
1383,6898,26,41,3064
1258,11459,89,36,2287
1266,10640,66,37,3190
1196,8796,19,5,2705
1829,8296,29,27,2585
1832,7281,35,14,2725
1410,7388,37,51,2883
1051,7260,71,0,1788
2144,9715,46,9,1815
1546,11660,38,14,2594
1546,11660,38,14,2594
2105,4162,23,50,3180
1023,9874,59,50,2337
1918,8295,57,16,2069
1416,11388,24,49,3197
1440,5276,19,32,2136
2123,7113,16,4,1942
1205,10364,83,30,2851
1613,8939,57,60,1869
1408,8583,82,37,1995
1636,4655,80,35,2310
1926,3366,67,3,2452
2167,10681,80,36,1918
1084,6463,30,41,3198
1701,5626,22,15,2647
2301,9929,81,7,1693
1662,3889,17,51,2013
1774,9685,41,42,2822
2170,8055,20,39,2231
1184,4333,47,47,3121
1835,7576,89,24,2848
2378,5759,79,29,2827
1547,9940,52,43,2022
1255,9471,70,8,1845
1895,10461,61,21,2710
1867,3097,45,44,1643
1777,11458,47,49,2953
1147,11208,19,2,2535
1918,8295,57,16,2069
1925,4068,81,49,2479
2317,7230,86,31,1935
2249,10474,89,45,2133
1454,8751,57,37,2940
1449,10514,28,6,1796
1564,5667,80,26,2017
2041,7018,25,35,1878
2294,10568,39,55,2587
1329,11466,25,53,2451
2120,7126,51,20,2315
2041,7018,25,35,1878
2212,10012,50,27,2680
1625,10496,41,9,2364
2313,10975,28,48,2588
1477,7372,81,53,2766
2401,9951,77,53,2195
1485,4429,43,25,2633
1481,5538,19,23,2678
2456,6757,77,13,2906
1637,9991,57,39,2392
1879,4757,63,59,2134
2006,4124,46,13,2507
1821,11524,67,26,2872
1277,8727,84,16,1772
1007,5905,43,33,1716
1948,5635,45,0,1818
1905,11487,23,51,2643
1610,3912,73,1,1960
1468,11291,17,5,1693
1408,8583,82,37,1995
1400,9922,63,39,2706
1112,8447,36,23,2655
1679,7266,52,19,1683
1488,7815,51,30,2114
1588,5846,56,33,2167
1653,9739,41,25,2050
1409,10860,81,56,2970
2285,11618,58,59,2255
1964,10274,27,8,1703
1257,9130,54,30,2890
1651,5120,32,17,2107
1952,3339,88,22,2977
1113,3288,35,60,1835
1605,11203,74,46,2725
1390,10255,64,18,2983
2471,11209,81,39,1858
2021,10265,75,36,1730
2380,9384,35,42,1627
1835,7576,89,24,2848
2410,7532,58,48,2729
1057,7256,16,22,2572
1030,10409,80,60,2408
2090,5227,63,4,1997
2405,5936,57,26,2674
1293,4116,38,12,2151
1104,8209,24,24,2129
1052,7279,16,31,1957
1502,11385,59,35,1683
1327,4994,20,6,2358
2166,9160,71,41,2037
1352,3749,32,49,1837
1619,4609,85,49,2052
1393,8530,22,24,1749
1231,6687,80,58,1973
1867,3097,45,44,1643
1266,10640,66,37,3190
2148,3356,38,37,3069
1158,6207,78,55,2190
1437,8524,55,29,2718
2029,11523,82,8,2190
2308,6928,57,44,1913
1397,10840,19,20,1737
1175,3240,43,19,1749
2309,9672,49,58,2824
1723,3628,60,14,2401
2437,8301,57,17,1746
2405,5936,57,26,2674
1332,6886,45,53,1647
1223,7039,47,45,2557
1825,11894,47,0,1608
1293,4116,38,12,2151
1378,4152,58,57,2883
1757,4224,80,36,2604
1570,3003,79,1,2923
1622,4975,52,10,2816
2338,7298,87,44,3097
1289,9364,34,43,1863
2423,8211,48,51,2026
2472,4107,79,52,1617
2174,6482,52,59,3112
1630,11631,64,19,2901
1007,5905,43,33,1716
1792,11165,68,43,2820
2017,4090,80,29,2695
1093,3040,77,53,2804
2032,6731,37,42,1926
1461,3688,76,47,2458
1141,10837,29,43,2803
2276,4513,79,55,2696
2072,10803,64,50,2560
1591,7079,53,6,2753
1262,6296,32,26,2560
1097,8663,85,34,3168
1173,6303,59,33,1603
2286,3499,77,4,2435
1778,6136,39,10,3170
1920,11599,39,49,3063
2263,5758,62,16,2530
2045,5164,44,42,3032
2328,8227,89,4,2596
2414,6700,79,31,2235
1083,5746,41,43,2578
2252,8653,26,20,2040
2043,7323,80,9,3030
1141,10837,29,43,2803
2133,10677,27,3,1801
1308,7015,27,31,1951
1951,8007,26,54,3029
2200,4354,57,27,1853
2036,3307,65,24,1756
1385,11101,60,51,1742
1401,5797,50,31,2531
2391,10214,80,60,2657
1885,11764,22,59,2909
2413,7217,27,41,2439
1869,9044,46,34,2263
1489,11016,30,54,2254
2260,9868,23,52,2528
1998,7856,53,50,2056
1219,3147,88,46,2093
1044,3636,41,44,1898
1401,5797,50,31,2531
1861,3133,27,42,2096
1731,6528,66,51,1994
2384,7547,35,1,2079
1114,11343,70,1,2095
2094,5999,90,23,3084
1049,7265,89,11,1704
2110,3059,29,23,2677
1654,6644,38,54,2598
