UserID,ExerciseType,ExerciseDurationMinutes
1459,Pilates,50.0
1802,HIIT,15.0
1606,HIIT,113.0
1629,Swimming,119.0
1021,Pilates,57.0
2184,Pilates,29.0
2049,Yoga,22.0
2396,Cycling,86.0
1955,Weightlifting,28.0
1203,Stretching,101.0
1686,Swimming,110.0
1988,Pilates,26.0
1875,Weightlifting,32.0
1704,Weightlifting,78.0
1405,Yoga,27.0
1198,Yoga,13.0
1407,Stretching,114.0
1675,Swimming,23.0
1293,Running,79.0
1628,Walking,115.0
1607,Swimming,80.0
1523,Swimming,51.0
1872,Stretching,36.0
1219,Swimming,26.0
1733,HIIT,119.0
2164,Walking,59.0
1131,Yoga,96.0
2024,Yoga,12.0
2176,Stretching,23.0
1433,Cycling,86.0
2289,Running,58.0
1650,Weightlifting,16.0
2117,HIIT,51.0
1402,Yoga,68.0
1874,Weightlifting,45.0
1895,Swimming,85.0
2183,Weightlifting,99.0
1496,Yoga,22.0
2406,Cycling,55.0
2449,Yoga,102.0
1815,Walking,88.0
1397,Swimming,64.0
2210,Walking,102.0
1442,Pilates,105.0
1205,Swimming,80.0
2457,Yoga,88.0
1560,Weightlifting,54.0
1761,Weightlifting,65.0
1813,Running,51.0
1173,Running,50.0
1256,Running,120.0
1050,Pilates,109.0
1410,Stretching,17.0
2483,Swimming,100.0
1975,HIIT,52.0
1854,Weightlifting,34.0
1987,Cycling,57.0
1654,HIIT,105.0
2360,Swimming,93.0
1397,Pilates,40.0
1350,Yoga,95.0
1467,Stretching,28.0
1738,Yoga,69.0
1369,Walking,112.0
2483,HIIT,34.0
1172,Walking,72.0
1681,Running,23.0
2259,Weightlifting,21.0
1134,Cycling,100.0
2429,HIIT,100.0
1724,Yoga,20.0
1563,Swimming,76.0
1482,Running,43.0
2022,HIIT,72.0
1033,Cycling,87.0
1327,Walking,106.0
1414,Running,27.0
2397,HIIT,29.0
1265,Stretching,37.0
1098,Pilates,45.0
1281,Pilates,75.0
1706,Swimming,91.0
1017,Running,83.0
1022,Pilates,120.0
1029,Pilates,76.0
2226,Weightlifting,27.0
2341,Running,84.0
2310,HIIT,108.0
1340,Stretching,11.0
1944,Stretching,80.0
2123,HIIT,22.0
1292,Yoga,88.0
1060,Swimming,39.0
1613,Weightlifting,49.0
2192,HIIT,103.0
2426,Stretching,59.0
1823,HIIT,27.0
1977,Walking,16.0
1884,Swimming,28.0
1676,Yoga,55.0
2450,Stretching,93.0
2059,Stretching,70.0
2491,Running,27.0
2196,Yoga,12.0
1480,HIIT,45.0
1639,Cycling,58.0
2092,Running,50.0
1613,Stretching,31.0
1498,Cycling,117.0
1590,Running,45.0
1581,Yoga,49.0
2208,Weightlifting,65.0
2334,HIIT,20.0
2130,Stretching,78.0
1718,Running,15.0
1217,Cycling,16.0
2295,Walking,108.0
1692,Yoga,47.0
2476,HIIT,96.0
2229,Stretching,89.0
1731,Walking,45.0
1084,Swimming,99.0
1305,Yoga,15.0
2253,Walking,42.0
1788,Yoga,46.0
2442,Pilates,65.0
1753,HIIT,30.0
2373,Swimming,63.0
2081,Cycling,37.0
1878,Swimming,39.0
2331,Stretching,115.0
1990,Walking,27.0
2116,Running,94.0
1463,Walking,48.0
1306,Weightlifting,97.0
2481,Weightlifting,38.0
2390,HIIT,59.0
2030,Cycling,115.0
2448,Walking,65.0
2120,Pilates,63.0
1333,Stretching,33.0
2483,Swimming,38.0
1392,Walking,107.0
1435,Cycling,93.0
2153,Running,112.0
2269,Stretching,13.0
2497,Swimming,78.0
1062,Swimming,96.0
1241,Yoga,14.0
1064,Weightlifting,41.0
1676,Swimming,48.0
1734,Running,105.0
1138,Running,80.0
1930,Pilates,113.0
1686,Yoga,32.0
1148,Pilates,73.0
1430,Swimming,105.0
2342,Yoga,26.0
1279,Yoga,91.0
1330,Swimming,22.0
2462,Weightlifting,83.0
1576,HIIT,112.0
1961,Running,28.0
1057,HIIT,93.0
2343,Pilates,74.0
1825,Pilates,51.0
1692,Cycling,44.0
1036,Swimming,86.0
2331,Weightlifting,74.0
1510,Pilates,55.0
1143,HIIT,38.0
1354,Pilates,60.0
1380,Cycling,89.0
1867,HIIT,104.0
2096,Cycling,36.0
1027,Stretching,74.0
1053,Swimming,78.0
2166,Walking,91.0
1938,HIIT,48.0
1559,Stretching,108.0
1885,Pilates,74.0
2376,Running,118.0
1118,HIIT,53.0
2444,Pilates,110.0
1880,Weightlifting,21.0
1413,Pilates,66.0
2257,Cycling,96.0
1990,Cycling,67.0
2336,Pilates,59.0
1856,Yoga,76.0
1612,HIIT,50.0
1209,Running,107.0
1084,Weightlifting,34.0
1279,Weightlifting,40.0
2087,Stretching,41.0
2161,Weightlifting,57.0
2323,Running,51.0
1303,Cycling,23.0
1763,Cycling,31.0
1264,Swimming,23.0
1395,Pilates,107.0
1052,Weightlifting,109.0
1470,Yoga,79.0
2400,Stretching,61.0
1806,Running,51.0
2223,Running,18.0
1796,Weightlifting,89.0
2064,Swimming,26.0
1297,Running,66.0
1910,Stretching,92.0
2228,HIIT,53.0
1273,Running,15.0
1727,Yoga,49.0
1848,Running,29.0
1523,Swimming,42.0
2248,Swimming,27.0
1071,Yoga,80.0
1672,Yoga,32.0
1486,Weightlifting,65.0
1069,Walking,98.0
2106,Cycling,116.0
1091,Running,77.0
2027,Yoga,12.0
2029,Stretching,55.0
1009,Stretching,108.0
1959,HIIT,102.0
1163,Yoga,78.0
1157,Stretching,114.0
1382,Yoga,88.0
1222,Running,15.0
1686,Pilates,87.0
1489,Stretching,30.0
2001,Pilates,74.0
1478,Walking,110.0
1142,Weightlifting,11.0
1670,Pilates,103.0
1455,Swimming,51.0
1388,Weightlifting,51.0
1612,HIIT,50.0
1190,HIIT,34.0
1665,Weightlifting,12.0
1687,Walking,51.0
1542,Stretching,100.0
1368,Cycling,109.0
1610,Pilates,105.0
1804,Yoga,82.0
1729,Cycling,71.0
1810,Running,73.0
1207,Weightlifting,101.0
1586,Weightlifting,62.0
2317,Running,84.0
1468,Walking,24.0
2136,HIIT,89.0
1599,Swimming,59.0
1483,Stretching,111.0
2361,Walking,61.0
2255,HIIT,116.0
1246,Cycling,73.0
2232,HIIT,107.0
1585,Running,48.0
1808,Walking,120.0
2102,Stretching,60.0
1828,HIIT,57.0
1225,Weightlifting,18.0
2468,Yoga,55.0
2040,Swimming,108.0
2350,HIIT,119.0
1758,Weightlifting,25.0
1754,Stretching,95.0
1826,HIIT,79.0
1594,Swimming,120.0
1568,Weightlifting,108.0
1316,Yoga,78.0
1101,Yoga,87.0
1307,Yoga,93.0
1260,Yoga,76.0
1136,HIIT,75.0
1618,Yoga,35.0
1792,Yoga,38.0
1567,Running,51.0
1209,Walking,13.0
2417,Walking,17.0
1939,Weightlifting,71.0
1790,Yoga,62.0
1059,Yoga,61.0
1370,Swimming,23.0
2411,Swimming,80.0
1368,Swimming,103.0
1999,Pilates,34.0
1098,Walking,19.0
2408,Stretching,75.0
2362,Swimming,46.0
2494,Stretching,42.0
1345,Stretching,108.0
1441,HIIT,78.0
1724,Stretching,81.0
1925,Yoga,102.0
1442,Pilates,107.0
2113,Swimming,48.0
1671,Stretching,72.0
2412,Swimming,77.0
2228,Yoga,14.0
2149,Cycling,19.0
1288,Walking,70.0
1531,HIIT,12.0
1044,Running,45.0
2084,Swimming,93.0
1308,Walking,78.0
2136,Cycling,61.0
1494,Stretching,67.0
2409,Yoga,84.0
2488,Cycling,30.0
2137,Cycling,66.0
1495,Cycling,73.0
1441,Weightlifting,28.0
1781,Yoga,28.0
1959,Stretching,87.0
1618,Cycling,41.0
2422,Pilates,73.0
1754,Running,103.0
1936,HIIT,78.0
1474,Running,21.0
1774,Yoga,118.0
2226,Stretching,108.0
1051,Walking,74.0
1988,Walking,74.0
2485,HIIT,26.0
1975,Swimming,108.0
1286,HIIT,36.0
1147,Running,71.0
1184,Yoga,61.0
2293,Walking,43.0
1800,Swimming,92.0
2315,Yoga,47.0
1440,Cycling,86.0
1605,Weightlifting,91.0
1668,Running,13.0
2463,Cycling,74.0
2303,Pilates,120.0
2215,Stretching,55.0
1689,Swimming,108.0
1006,Stretching,28.0
1835,Weightlifting,43.0
1210,Yoga,113.0
1287,Cycling,62.0
1326,Yoga,104.0
1004,Walking,80.0
2497,Stretching,35.0
1894,Weightlifting,58.0
2436,Pilates,66.0
1066,Pilates,108.0
1013,Yoga,67.0
1770,Yoga,103.0
1787,Stretching,80.0
1135,Cycling,79.0
1706,Yoga,48.0
1989,Pilates,64.0
1631,Weightlifting,66.0
2415,HIIT,68.0
1103,Cycling,41.0
1421,Pilates,120.0
1755,Stretching,45.0
1229,Weightlifting,88.0
1229,Swimming,31.0
1987,Walking,104.0
2254,Walking,115.0
1412,Walking,85.0
1667,Weightlifting,33.0
1679,Cycling,99.0
2345,Stretching,67.0
1658,Weightlifting,115.0
1404,Yoga,54.0
2235,Weightlifting,112.0
2142,Running,61.0
1467,Swimming,45.0
2480,Pilates,33.0
1942,Cycling,26.0
1149,Stretching,67.0
1056,Weightlifting,109.0
1320,Running,72.0
1275,Pilates,54.0
1781,Pilates,16.0
2295,Yoga,54.0
1573,HIIT,68.0
1634,Pilates,34.0
1066,Cycling,23.0
1287,Pilates,112.0
1910,Pilates,63.0
2348,Stretching,96.0
2111,HIIT,115.0
2406,Cycling,61.0
2399,Yoga,69.0
1598,Stretching,108.0
1754,Yoga,53.0
2438,Yoga,91.0
2446,Stretching,96.0
1171,Cycling,42.0
1060,HIIT,112.0
1766,Running,71.0
2279,Cycling,35.0
1706,Walking,119.0
1255,HIIT,107.0
2354,Pilates,104.0
1885,HIIT,44.0
1535,HIIT,66.0
2368,Stretching,116.0
2460,Running,99.0
1453,Walking,23.0
2181,Walking,17.0
1122,HIIT,85.0
1270,HIIT,26.0
1504,Stretching,94.0
1428,Walking,106.0
1984,Cycling,32.0
1923,Cycling,69.0
1920,Running,17.0
2429,Yoga,56.0
1242,Swimming,42.0
1240,Swimming,103.0
1610,Yoga,20.0
2319,Yoga,41.0
1390,Pilates,75.0
1750,Pilates,103.0
1038,Pilates,53.0
2161,Weightlifting,108.0
2467,Swimming,49.0
1238,Stretching,71.0
1652,Swimming,90.0
1399,HIIT,34.0
2476,Pilates,44.0
2362,Weightlifting,67.0
1335,Pilates,56.0
1837,HIIT,103.0
1227,Swimming,29.0
2021,Pilates,119.0
1877,Pilates,76.0
2499,Yoga,63.0
1361,Cycling,91.0
1700,HIIT,86.0
1084,Cycling,37.0
2241,Cycling,55.0
2217,Stretching,110.0
1591,HIIT,96.0
1795,Stretching,72.0
1868,Cycling,62.0
2327,Swimming,60.0
1939,HIIT,13.0
1803,Swimming,69.0
2036,HIIT,79.0
2287,Running,47.0
1766,Stretching,73.0
2332,Walking,23.0
1029,Pilates,72.0
2066,Walking,47.0
1952,HIIT,10.0
1331,Pilates,18.0
1825,Weightlifting,49.0
1922,HIIT,102.0
1961,Pilates,85.0
1134,Running,60.0
2294,Pilates,116.0
1022,Swimming,115.0
1861,Swimming,61.0
1154,Weightlifting,51.0
1259,Running,37.0
1120,Stretching,107.0
1100,Stretching,89.0
2195,Cycling,24.0
2424,Yoga,86.0
1909,Yoga,81.0
2064,Pilates,73.0
1410,Stretching,105.0
2069,HIIT,47.0
1857,Pilates,19.0
2335,Cycling,70.0
1262,Cycling,87.0
1873,Stretching,37.0
2031,Pilates,66.0
2124,Cycling,58.0
1630,Yoga,64.0
1659,Running,37.0
2277,Pilates,71.0
1746,Yoga,52.0
1680,Walking,82.0
1366,Stretching,26.0
1467,Running,24.0
1200,Stretching,57.0
2475,Stretching,70.0
1951,Weightlifting,25.0
1461,Cycling,78.0
1792,Pilates,33.0
2193,Weightlifting,77.0
1629,Yoga,53.0
1827,Walking,11.0
1871,Stretching,23.0
1510,Running,43.0
2462,Walking,19.0
2316,Yoga,36.0
2499,Stretching,52.0
2402,Swimming,100.0
1905,Yoga,10.0
2292,Walking,53.0
2273,HIIT,85.0
1183,Swimming,77.0
1372,Stretching,73.0
2324,HIIT,45.0
2414,Pilates,62.0
1370,Stretching,111.0
1474,Weightlifting,49.0
1045,Yoga,92.0
1015,Yoga,37.0
1193,HIIT,49.0
2355,Cycling,23.0
1307,Yoga,23.0
1577,Stretching,23.0
1673,Yoga,66.0
1837,Running,93.0
2333,Running,86.0
1375,Swimming,23.0
1031,Stretching,51.0
1468,HIIT,18.0
2353,Running,19.0
2251,Stretching,29.0
1453,Yoga,25.0
1673,Swimming,39.0
2247,Yoga,92.0
1473,Stretching,99.0
1739,Yoga,17.0
1006,Walking,13.0
2345,Walking,108.0
1139,Cycling,69.0
1212,Stretching,27.0
1931,Stretching,53.0
2491,Pilates,116.0
1572,Swimming,12.0
1765,Yoga,101.0
1269,Cycling,86.0
2287,HIIT,81.0
2374,Cycling,19.0
2127,Swimming,21.0
1692,HIIT,86.0
1398,Walking,70.0
2222,Stretching,59.0
1311,Weightlifting,101.0
1090,Walking,33.0
1333,Weightlifting,91.0
1443,Running,13.0
1244,Pilates,115.0
2151,Swimming,25.0
1519,Pilates,98.0
1004,Swimming,64.0
1298,Swimming,30.0
1932,Pilates,25.0
1366,Walking,49.0
2220,Weightlifting,86.0
1788,Swimming,105.0
2367,Swimming,28.0
1260,Yoga,98.0
1676,Yoga,22.0
2487,Yoga,42.0
1224,Pilates,95.0
1521,Weightlifting,112.0
1640,Stretching,20.0
2101,Swimming,26.0
1233,HIIT,25.0
1434,Running,96.0
1403,Walking,83.0
2170,Cycling,119.0
1039,Pilates,25.0
1284,HIIT,68.0
2438,Stretching,33.0
1796,HIIT,41.0
1517,Yoga,29.0
1089,Stretching,83.0
2381,HIIT,104.0
2486,Weightlifting,58.0
1413,Weightlifting,20.0
1172,Stretching,88.0
2388,Pilates,28.0
1076,Pilates,66.0
1431,Yoga,59.0
1374,Cycling,105.0
2272,HIIT,28.0
1662,Cycling,14.0
1106,Cycling,68.0
2453,Swimming,93.0
1432,Weightlifting,64.0
1303,HIIT,104.0
1114,Walking,93.0
2287,Swimming,58.0
1420,HIIT,63.0
1748,Walking,28.0
1267,Weightlifting,105.0
1089,Pilates,42.0
2127,Cycling,52.0
1712,Swimming,66.0
1619,Cycling,85.0
1225,Running,37.0
1053,HIIT,35.0
2495,Yoga,58.0
1380,Swimming,71.0
1924,Yoga,87.0
1474,Walking,69.0
2422,Stretching,30.0
2164,Yoga,63.0
1002,Weightlifting,45.0
1439,HIIT,87.0
1319,Yoga,56.0
1558,Weightlifting,71.0
1448,Swimming,27.0
1030,Walking,68.0
1679,Stretching,75.0
2035,Stretching,89.0
2228,Cycling,72.0
2065,HIIT,107.0
1084,Stretching,114.0
2493,Walking,12.0
1465,HIIT,58.0
1636,Walking,100.0
2141,HIIT,23.0
2080,Stretching,97.0
1376,Weightlifting,12.0
2056,Running,105.0
1383,Swimming,60.0
1258,HIIT,60.0
1266,Swimming,50.0
1196,Running,67.0
1829,Swimming,85.0
1832,Walking,80.0
1410,Stretching,47.0
1051,Pilates,114.0
2144,Weightlifting,115.0
1546,Yoga,68.0
1023,Swimming,98.0
1918,Walking,112.0
1440,HIIT,38.0
2123,Yoga,93.0
1205,Pilates,67.0
1613,Pilates,52.0
1408,HIIT,45.0
1926,Walking,10.0
2167,Yoga,104.0
1084,Running,18.0
1701,Pilates,38.0
2301,Swimming,28.0
1662,HIIT,65.0
1774,Yoga,78.0
2170,Stretching,12.0
1184,Weightlifting,61.0
1835,Walking,82.0
2378,Swimming,64.0
1255,Weightlifting,23.0
1895,Pilates,33.0
1867,Yoga,92.0
1777,Yoga,72.0
1147,Yoga,49.0
1918,Yoga,73.0
1925,Stretching,116.0
2317,Walking,46.0
2249,Walking,37.0
1454,Walking,117.0
1449,Stretching,95.0
1564,Running,42.0
2041,Running,44.0
2294,Pilates,46.0
1329,Pilates,77.0
2120,HIIT,103.0
2041,Weightlifting,103.0
2212,HIIT,83.0
2313,Walking,16.0
2401,Running,81.0
1485,Weightlifting,107.0
2456,Cycling,28.0
1637,Stretching,14.0
1879,Stretching,74.0
2006,Cycling,75.0
1821,Weightlifting,68.0
1277,Weightlifting,46.0
1007,Stretching,118.0
1948,Walking,94.0
1905,Yoga,10.0
1610,Stretching,13.0
1468,Swimming,61.0
1408,Swimming,51.0
1400,Cycling,71.0
1112,Stretching,78.0
1679,Yoga,113.0
1488,Stretching,40.0
1588,Weightlifting,61.0
1653,Swimming,96.0
1409,HIIT,108.0
1964,Cycling,66.0
1257,Swimming,28.0
1651,Pilates,95.0
1952,Swimming,102.0
1113,Swimming,98.0
1605,Swimming,27.0
1390,HIIT,94.0
2471,HIIT,94.0
2380,Swimming,94.0
1835,Walking,50.0
2410,Cycling,62.0
1057,Walking,98.0
1030,Walking,111.0
2090,HIIT,31.0
2405,Swimming,34.0
1293,Pilates,43.0
1104,Pilates,45.0
1052,Stretching,59.0
1502,Weightlifting,113.0
1327,Stretching,120.0
2166,Stretching,19.0
1352,Running,67.0
1619,Stretching,58.0
1393,Running,49.0
1231,Walking,38.0
1266,Walking,104.0
2148,Yoga,43.0
1158,Running,42.0
1437,Pilates,26.0
2029,HIIT,83.0
2308,Running,111.0
1175,HIIT,59.0
2309,Weightlifting,72.0
1723,Swimming,101.0
2437,Yoga,23.0
2405,Swimming,26.0
1332,Pilates,104.0
1825,Stretching,46.0
1293,Cycling,20.0
1378,Weightlifting,50.0
1570,Running,74.0
1622,Cycling,23.0
2338,Walking,43.0
1289,Weightlifting,25.0
2423,Swimming,55.0
2472,Running,76.0
2174,HIIT,70.0
1630,Yoga,93.0
1007,HIIT,75.0
1792,Yoga,106.0
2017,Walking,89.0
1093,Yoga,87.0
2032,Walking,106.0
1461,Stretching,89.0
1141,HIIT,118.0
2276,Cycling,100.0
2072,Walking,39.0
1591,Weightlifting,96.0
1262,Cycling,87.0
1097,Weightlifting,28.0
2286,Cycling,23.0
1778,Running,13.0
1920,Walking,120.0
2263,Swimming,65.0
2045,Stretching,106.0
2414,HIIT,94.0
1083,Running,61.0
2252,Yoga,15.0
2043,Stretching,79.0
1141,Stretching,50.0
2133,Pilates,13.0
1308,Weightlifting,89.0
1951,Swimming,79.0
2200,Swimming,120.0
2036,Yoga,46.0
1385,Running,21.0
1401,Swimming,43.0
2391,Walking,31.0
2413,Stretching,26.0
1489,Weightlifting,83.0
2260,Weightlifting,38.0
1998,Walking,106.0
1219,Pilates,115.0
1044,Cycling,85.0
1401,Pilates,119.0
1861,HIIT,22.0
1731,HIIT,113.0
2384,Running,113.0
1114,Weightlifting,22.0
2094,Cycling,71.0
1049,Weightlifting,113.0
2110,Swimming,78.0
1072,Swimming,42.0
2018,Pilates,92.0
1758,Weightlifting,80.0
1843,Stretching,16.0
1618,Yoga,46.0
2238,Swimming,49.0
1342,Pilates,90.0
1637,Walking,64.0
2135,HIIT,79.0
1974,Swimming,67.0
2133,Walking,46.0
1166,Stretching,112.0
1968,Pilates,38.0
1525,HIIT,44.0
2365,Stretching,99.0
1040,Pilates,56.0
1532,Pilates,31.0
1271,Running,115.0
1931,Yoga,35.0
1951,Running,106.0
1581,Cycling,111.0
1864,Stretching,106.0
1532,Swimming,48.0
1981,HIIT,29.0
2259,Running,23.0
1529,Stretching,73.0
1718,Swimming,113.0
1209,Yoga,23.0
1228,Pilates,101.0
1678,Walking,20.0
2348,Stretching,16.0
1930,Walking,77.0
1798,Walking,12.0
1876,Walking,31.0
1914,Weightlifting,81.0
2285,Yoga,100.0
1414,Swimming,48.0
2472,Pilates,73.0
1859,Yoga,87.0
1782,Yoga,75.0
1321,Running,86.0
1851,Running,28.0
1653,Yoga,86.0
1458,HIIT,85.0
1900,Pilates,59.0
2315,Yoga,69.0
1076,HIIT,39.0
1285,Running,10.0
1142,Swimming,38.0
1476,Cycling,11.0
1912,Weightlifting,80.0
1200,Swimming,31.0
2297,Stretching,38.0
2179,Swimming,75.0
1876,Yoga,76.0
1144,Running,106.0
2164,Yoga,37.0
2353,HIIT,34.0
1940,Running,95.0
1539,Stretching,114.0
1440,Weightlifting,10.0
1451,Running,28.0
1748,Weightlifting,91.0
1639,Weightlifting,79.0
1991,Yoga,71.0
2120,Swimming,120.0
1524,Weightlifting,114.0
1467,Running,23.0
1321,Stretching,14.0
1310,Pilates,50.0
1654,Walking,109.0
2490,Running,51.0
1272,Cycling,62.0
2426,Cycling,77.0
2431,Weightlifting,24.0
1035,Cycling,84.0
1881,Walking,106.0
1891,Swimming,34.0
1892,Yoga,19.0
1513,HIIT,118.0
2419,Pilates,70.0
1132,Walking,10.0
1339,Walking,61.0
1511,Walking,99.0
1535,Stretching,89.0
2326,Swimming,22.0
1139,Pilates,31.0
2291,Pilates,104.0
1709,Yoga,57.0
1693,Weightlifting,99.0
1966,Yoga,17.0
1907,Pilates,118.0
1617,Weightlifting,35.0
2082,Cycling,50.0
1342,Running,28.0
1116,Yoga,49.0
1326,Swimming,59.0
1376,Cycling,53.0
1403,HIIT,116.0
1615,Stretching,93.0
1816,Walking,25.0
1128,Running,84.0
2023,Cycling,46.0
2128,Running,115.0
2244,Pilates,115.0
1179,Cycling,41.0
1383,Weightlifting,109.0
1087,HIIT,114.0
1897,Stretching,16.0
1801,Walking,102.0
1056,Weightlifting,60.0
1217,Swimming,108.0
1855,Running,108.0
1975,Pilates,103.0
2382,HIIT,36.0
2282,Cycling,84.0
2043,Weightlifting,28.0
1057,Cycling,88.0
1998,Stretching,67.0
1811,Cycling,93.0
1123,Pilates,34.0
1554,Swimming,55.0
2363,Pilates,79.0
2254,Weightlifting,56.0
1920,Walking,120.0
2266,Stretching,71.0
1829,HIIT,49.0
1516,Running,47.0
2107,Swimming,74.0
1969,Running,48.0
2317,HIIT,30.0
1647,Walking,99.0
1467,Running,100.0
1328,HIIT,90.0
2373,Stretching,26.0
1810,Stretching,67.0
1447,Weightlifting,11.0
2440,Stretching,90.0
1556,Swimming,42.0
2421,HIIT,112.0
2272,Walking,88.0
2171,Running,24.0
1011,Weightlifting,34.0
1173,Running,47.0
2384,Yoga,33.0
2026,Cycling,59.0
1036,Pilates,66.0
2091,Walking,16.0
1662,Weightlifting,106.0
1204,Yoga,61.0
1744,Running,82.0
1722,Cycling,118.0
2237,Walking,111.0
2271,Stretching,21.0
2169,Pilates,115.0
2049,Yoga,81.0
1384,HIIT,37.0
2399,Pilates,19.0
1076,Weightlifting,23.0
1260,Yoga,13.0
1685,Stretching,21.0
1073,Stretching,34.0
1554,Yoga,30.0
1106,Stretching,13.0
1905,Running,52.0
1304,Walking,72.0
1144,Running,34.0
1167,Running,40.0
1522,Running,101.0
1926,Running,117.0
1222,Stretching,95.0
1248,Cycling,82.0
1931,Stretching,10.0
2447,Swimming,22.0
1558,Pilates,62.0
1173,Weightlifting,53.0
1528,Weightlifting,84.0
1493,Yoga,114.0
2268,Yoga,57.0
2257,Pilates,30.0
1336,Stretching,14.0
1214,Pilates,13.0
2005,Cycling,15.0
1249,Swimming,41.0
1703,Pilates,59.0
1294,Yoga,60.0
1487,Swimming,57.0
2372,Swimming,20.0
1364,Stretching,31.0
1759,Yoga,108.0
1012,Pilates,12.0
1250,Walking,106.0
2069,Weightlifting,48.0
1491,Cycling,102.0
1544,Stretching,74.0
2486,Swimming,113.0
1558,Walking,11.0
1045,Walking,85.0
1961,Walking,55.0
2242,Weightlifting,84.0
2097,HIIT,75.0
1132,HIIT,91.0
2115,Weightlifting,89.0
1631,Pilates,19.0
2059,Yoga,78.0
2337,Swimming,59.0
1490,Yoga,100.0
1403,Pilates,75.0
1957,HIIT,87.0
2277,Cycling,17.0
1672,Yoga,35.0
1732,Yoga,71.0
2434,Running,114.0
1541,HIIT,83.0
1023,Weightlifting,73.0
2483,Stretching,70.0
2394,Walking,90.0
2052,Swimming,68.0
1853,Pilates,79.0
2157,Walking,50.0
1032,HIIT,51.0
2047,Walking,56.0
1127,Swimming,57.0
1212,Swimming,30.0
2070,Pilates,30.0
1609,Swimming,33.0
2096,Cycling,72.0
1545,Cycling,106.0
1214,Pilates,88.0
1135,Walking,96.0
1822,Cycling,53.0
2405,Pilates,93.0
1592,Running,115.0
2370,Weightlifting,42.0
2025,Cycling,98.0
2323,Weightlifting,52.0
2250,Swimming,30.0
1748,Running,103.0
1822,Swimming,103.0
1477,Running,49.0
1294,Walking,92.0
2259,Running,112.0
1220,Swimming,63.0
1706,Yoga,48.0
1844,Stretching,94.0
1288,Stretching,22.0
1710,HIIT,66.0
1705,Yoga,71.0
1010,HIIT,28.0
2265,HIIT,65.0
1984,Cycling,21.0
1753,Swimming,23.0
1072,Yoga,80.0
2322,Pilates,73.0
1453,Swimming,11.0
1077,Stretching,113.0
2086,Walking,12.0
1330,Weightlifting,98.0
1508,Stretching,113.0
2212,Weightlifting,66.0
1968,HIIT,120.0
2036,Weightlifting,76.0
2335,Yoga,81.0
1626,Weightlifting,73.0
1101,Walking,60.0
1572,HIIT,18.0
1323,Swimming,16.0
2156,Swimming,108.0
1530,Swimming,112.0
1609,Weightlifting,113.0
1912,Pilates,46.0
2130,Walking,88.0
2265,Walking,80.0
1651,HIIT,48.0
1439,Walking,108.0
1481,Stretching,47.0
2154,Walking,61.0
1137,Yoga,118.0
2475,Running,75.0
2036,HIIT,25.0
1544,Swimming,103.0
2182,Yoga,116.0
2330,Running,107.0
1198,HIIT,81.0
1167,Running,68.0
1153,Swimming,24.0
2069,Running,106.0
1280,Cycling,50.0
1158,Walking,105.0
1925,Stretching,32.0
1712,Running,49.0
1418,HIIT,74.0
1742,Yoga,40.0
2322,Stretching,89.0
1940,HIIT,80.0
1016,Running,73.0
1320,Walking,41.0
2035,HIIT,28.0
1897,Running,17.0
1412,Weightlifting,94.0
2068,HIIT,48.0
1836,Swimming,115.0
1375,Running,80.0
2339,Walking,120.0
1341,Yoga,76.0
2453,Running,39.0
1410,Yoga,70.0
1067,Yoga,54.0
1737,Yoga,49.0
2090,Cycling,21.0
2401,Weightlifting,18.0
2289,Cycling,117.0
1653,Pilates,66.0
2490,Cycling,26.0
1066,Swimming,113.0
2091,Stretching,108.0
1099,Running,65.0
2125,Walking,114.0
1152,Pilates,68.0
2455,Stretching,32.0
2048,Walking,98.0
2206,Swimming,73.0
2211,Swimming,93.0
1111,Weightlifting,11.0
1605,Weightlifting,68.0
1287,Cycling,40.0
1933,Running,12.0
1748,Yoga,44.0
1617,Weightlifting,40.0
2162,Running,11.0
2149,Swimming,30.0
2171,Stretching,27.0
2222,Weightlifting,19.0
2313,Running,26.0
2109,HIIT,62.0
1777,Yoga,65.0
1961,Weightlifting,114.0
2159,Weightlifting,12.0
1051,Cycling,66.0
2115,Weightlifting,86.0
2339,Yoga,33.0
1185,Swimming,74.0
1978,HIIT,83.0
2495,Running,39.0
2276,Cycling,72.0
2012,Cycling,27.0
1591,Yoga,101.0
2270,Stretching,30.0
1143,Walking,41.0
1032,Walking,79.0
2453,Swimming,101.0
1794,Stretching,63.0
1939,Yoga,64.0
1265,Weightlifting,20.0
2269,Stretching,22.0
2257,Stretching,41.0
1631,Walking,60.0
1934,HIIT,97.0
1212,Stretching,12.0
2157,Yoga,10.0
1286,HIIT,36.0
1729,Stretching,26.0
1366,Swimming,112.0
2469,Swimming,34.0
1963,Running,53.0
2102,Yoga,100.0
2169,Pilates,14.0
1718,Cycling,44.0
2027,Running,19.0
2271,Walking,56.0
1782,Swimming,85.0
2241,Pilates,83.0
2256,Cycling,37.0
1440,Swimming,36.0
1946,Pilates,18.0
1684,HIIT,109.0
1039,Weightlifting,41.0
2463,Running,54.0
1607,Cycling,104.0
2218,Walking,35.0
2409,HIIT,79.0
1919,HIIT,50.0
2327,Swimming,43.0
1748,Walking,72.0
1180,Stretching,52.0
1880,HIIT,91.0
1847,Yoga,102.0
2108,Running,99.0
1173,Cycling,89.0
1600,Pilates,66.0
2067,Walking,50.0
