UserID,PostureScore,AlertTriggered,AlertTriggeredDate
1352,92.0,No,
1583,84.0,No,
2174,52.0,No,
1708,93.0,Yes,
2466,91.0,Yes,2025-10-09
2439,,No,
1458,,No,
2213,70.0,Yes,2025-11-08
2170,75.0,Yes,2025-04-26
1660,65.0,Yes,2025-07-22
1096,57.0,No,
1431,58.0,No,
2148,54.0,No,
2105,,Yes,2025-10-05
1467,98.0,No,
2082,57.0,Yes,2025-05-16
2352,68.0,Yes,2025-06-09
1761,84.0,No,
2075,99.0,No,
1292,53.0,No,
1257,72.0,Yes,2025-06-14
2117,,Yes,2025-02-23
1509,84.0,No,
1326,54.0,Yes,2025-02-21
1322,76.0,Yes,2025-10-25
2237,64.0,Yes,2025-06-02
1222,93.0,No,
1667,80.0,Yes,2025-05-23
1221,82.0,Yes,2025-09-30
1879,64.0,Yes,2025-05-05
1385,77.0,No,
1315,61.0,No,
1290,53.0,No,
1238,66.0,Yes,2025-10-27
2332,91.0,Yes,2025-01-15
1931,69.0,No,
2453,93.0,No,
1455,60.0,Yes,2025-07-31
2366,88.0,No,
1667,95.0,Yes,2025-11-02
1942,72.0,Yes,
1314,80.0,No,
2204,63.0,No,
1389,73.0,No,
1227,57.0,No,
1944,,Yes,2025-04-03
1798,66.0,No,
1970,70.0,No,
2003,84.0,No,
2250,88.0,No,
1982,61.0,No,
2126,79.0,No,
1992,73.0,Yes,2025-07-25
1981,81.0,No,
1288,100.0,Yes,
1025,80.0,No,
1664,58.0,No,
2026,100.0,No,
1414,50.0,Yes,2025-04-13
2336,79.0,Yes,
2200,92.0,Yes,2025-12-16
2020,65.0,No,
2090,97.0,Yes,2025-11-07
1234,100.0,No,
1732,89.0,No,
1201,64.0,No,
1254,71.0,No,
2071,61.0,No,
1456,61.0,No,
1675,79.0,No,
1929,97.0,Yes,
1300,86.0,No,
1567,54.0,Yes,2025-08-15
1459,65.0,No,
1802,73.0,Yes,
1606,79.0,Yes,2025-04-30
1629,90.0,No,
1021,84.0,No,
2184,83.0,No,
2049,62.0,No,
2396,95.0,No,
1955,89.0,Yes,2025-03-01
1203,88.0,Yes,
1686,84.0,Yes,2025-09-30
1988,59.0,No,
1875,85.0,No,
1704,53.0,No,
2294,,No,
1405,100.0,No,
1198,64.0,No,
1407,94.0,No,
1675,64.0,No,
1293,50.0,No,
1133,,No,
1628,66.0,No,
1607,57.0,No,
1523,98.0,Yes,
1872,64.0,No,
1514,,No,
2065,,Yes,2025-08-01
1219,100.0,No,
1733,64.0,Yes,
1291,,No,
1716,,Yes,2025-12-02
2164,79.0,Yes,2025-07-04
1010,,No,
1131,91.0,Yes,2025-03-09
2024,61.0,No,
2176,55.0,No,
1433,96.0,Yes,2025-02-23
2289,55.0,Yes,2025-01-10
1650,72.0,No,
2148,,Yes,2025-10-27
2117,83.0,No,
1402,64.0,No,
1874,54.0,Yes,2025-12-30
1895,86.0,Yes,2025-05-26
2183,92.0,No,
1496,85.0,No,
2406,65.0,No,
2449,69.0,No,
1815,72.0,No,
1397,59.0,No,
2210,66.0,No,
1442,74.0,Yes,2025-04-25
1205,98.0,Yes,2025-06-25
2457,74.0,Yes,2025-08-30
1560,90.0,No,
1761,85.0,Yes,2025-10-06
1813,94.0,Yes,2025-06-05
1173,98.0,No,
2434,,No,
1256,55.0,Yes,2025-07-06
1050,87.0,Yes,2025-04-12
1410,65.0,No,
2483,93.0,No,
1975,100.0,No,
1854,71.0,Yes,2025-07-12
1987,59.0,Yes,
1654,78.0,No,
2471,,No,
2360,76.0,Yes,2025-08-18
1397,82.0,Yes,2025-06-01
1350,91.0,No,
1467,55.0,No,
1738,61.0,Yes,2025-06-24
1369,55.0,No,
2483,97.0,No,
1471,,No,
1172,72.0,No,
1681,62.0,No,
2259,83.0,Yes,2025-02-28
1134,50.0,No,
2429,84.0,No,
1724,86.0,No,
1563,50.0,No,
1482,80.0,Yes,2025-04-07
2022,74.0,No,
1033,62.0,No,
1488,,No,
1907,,No,
1327,93.0,No,
1414,72.0,No,
2288,,No,
2397,58.0,No,
1265,59.0,Yes,2025-10-09
1098,71.0,No,
1281,71.0,No,
1706,78.0,Yes,2025-04-15
1017,100.0,No,
1022,64.0,Yes,2025-06-05
2278,,No,
1029,77.0,Yes,2025-12-15
2226,71.0,No,
2341,83.0,No,
1613,,No,
2310,87.0,No,
1340,92.0,Yes,2025-09-28
1944,76.0,No,
2123,53.0,No,
1292,75.0,No,
1060,89.0,Yes,2025-03-03
1613,64.0,Yes,2025-03-26
2192,63.0,No,
2176,,No,
2426,61.0,No,
1823,67.0,No,
1977,57.0,No,
1884,59.0,Yes,2025-11-02
1676,52.0,Yes,2025-03-16
2450,62.0,No,
2059,57.0,Yes,
2491,78.0,Yes,2025-11-30
2196,54.0,No,
1480,53.0,No,
1639,59.0,No,
2092,68.0,No,
1613,62.0,Yes,
1638,,Yes,2025-07-30
1498,55.0,No,
1590,82.0,No,
1581,90.0,No,
2208,69.0,No,
2334,84.0,No,
2130,69.0,Yes,2025-01-08
1718,87.0,No,
1217,76.0,No,
2295,61.0,No,
1692,54.0,No,
2476,53.0,Yes,2025-03-15
2229,88.0,No,
1731,96.0,No,
1084,96.0,Yes,2025-10-27
1305,58.0,Yes,2025-01-28
2253,70.0,Yes,2025-11-15
1788,51.0,Yes,
2442,72.0,No,
1753,100.0,Yes,
2373,95.0,Yes,2025-01-28
2081,64.0,No,
1878,62.0,Yes,2025-02-05
2331,80.0,Yes,2025-09-03
1990,76.0,Yes,
2116,75.0,No,
1463,78.0,No,
1306,50.0,No,
2481,63.0,No,
2390,96.0,No,
2030,88.0,No,
2448,96.0,Yes,2025-04-27
2120,88.0,No,
2479,,No,
1333,51.0,Yes,2025-11-20
2483,82.0,No,
1392,70.0,No,
1435,93.0,No,
2153,65.0,No,
2269,78.0,No,
2497,63.0,No,
1062,80.0,No,
1241,51.0,No,
1064,67.0,No,
1141,,No,
1676,58.0,No,
1734,65.0,No,
1138,70.0,No,
1930,59.0,Yes,2025-07-21
1340,,No,
1686,88.0,No,
1148,54.0,No,
1816,,No,
1430,72.0,No,
2342,94.0,No,
1279,56.0,No,
2294,,No,
1330,57.0,No,
2462,66.0,Yes,2025-06-07
1576,96.0,No,
1961,55.0,Yes,2025-07-07
1057,69.0,No,
2343,88.0,No,
1825,87.0,Yes,2025-01-18
1692,93.0,No,
1036,75.0,No,
2360,,No,
2331,85.0,Yes,2025-07-31
1510,100.0,No,
1143,95.0,No,
1354,60.0,Yes,2025-06-26
1380,66.0,No,
1867,75.0,No,
2096,84.0,No,
1027,83.0,Yes,2025-08-03
1053,99.0,No,
2372,,Yes,2025-10-10
2166,57.0,No,
1938,64.0,Yes,2025-03-06
2354,,Yes,2025-12-03
1559,99.0,Yes,2025-01-24
1885,93.0,Yes,2025-08-04
2376,68.0,Yes,
1118,60.0,No,
2444,82.0,Yes,2025-08-20
1880,50.0,No,
1413,69.0,Yes,2025-04-30
2257,64.0,No,
1990,79.0,Yes,2025-10-26
2336,50.0,No,
1856,59.0,Yes,2025-07-08
1274,,No,
1612,82.0,No,
1209,67.0,Yes,
1084,78.0,No,
1279,97.0,No,
2087,65.0,No,
2161,65.0,Yes,2025-05-19
2323,91.0,Yes,2025-04-11
2185,,Yes,2025-04-01
1303,84.0,No,
1763,79.0,Yes,2025-03-30
1264,57.0,Yes,2025-12-22
1395,57.0,No,
1052,65.0,Yes,2025-01-23
1470,81.0,Yes,2025-07-18
2400,76.0,No,
1806,55.0,No,
2223,73.0,No,
1191,,No,
1796,86.0,Yes,2025-04-22
2064,88.0,No,
2497,,Yes,2025-07-09
1297,66.0,No,
1910,63.0,No,
2228,92.0,No,
1273,79.0,No,
1727,95.0,No,
1848,62.0,No,
1309,,No,
1523,78.0,No,
2248,58.0,Yes,2025-07-20
1071,71.0,No,
2481,,Yes,2025-08-21
1672,71.0,No,
1486,84.0,No,
1069,50.0,No,
2106,65.0,Yes,2025-08-11
1091,56.0,Yes,2025-08-26
2027,81.0,No,
2029,51.0,Yes,2025-06-03
1009,62.0,No,
1959,82.0,No,
1163,66.0,No,
1157,55.0,No,
1382,88.0,No,
1222,69.0,No,
1686,86.0,Yes,2025-07-15
1490,,No,
1489,100.0,Yes,2025-04-09
2001,96.0,Yes,2025-12-08
1478,98.0,No,
1142,96.0,No,
1670,53.0,No,
1455,92.0,No,
1388,80.0,No,
1612,82.0,No,
1190,75.0,Yes,2025-03-03
1665,59.0,No,
1687,86.0,No,
1181,,No,
1542,87.0,No,
1368,60.0,No,
1610,56.0,Yes,2025-12-25
1804,91.0,No,
1729,56.0,No,
1810,83.0,No,
1207,95.0,No,
1586,72.0,No,
2317,91.0,No,
1468,83.0,No,
2136,92.0,Yes,2025-01-01
1599,61.0,Yes,
1483,80.0,No,
2361,78.0,Yes,2025-03-05
2255,54.0,Yes,2025-11-29
1246,93.0,No,
2232,61.0,Yes,2025-06-19
1585,98.0,No,
1808,67.0,No,
2102,85.0,Yes,2025-07-25
1828,85.0,No,
1225,95.0,No,
2468,59.0,No,
2040,89.0,Yes,2025-10-04
2350,79.0,Yes,2025-01-19
1525,,Yes,2025-03-21
1758,78.0,Yes,
1754,94.0,No,
1826,94.0,Yes,
1594,83.0,No,
1568,55.0,Yes,2025-10-22
1316,58.0,No,
1101,85.0,No,
1307,97.0,Yes,2025-08-25
1260,84.0,Yes,2025-01-22
1136,98.0,No,
1618,90.0,Yes,2025-06-23
1792,59.0,No,
1567,77.0,No,
1209,64.0,Yes,2025-05-17
2417,58.0,Yes,2025-10-07
1939,73.0,Yes,2025-04-23
1790,75.0,Yes,2025-10-13
1059,65.0,No,
1626,,No,
1370,68.0,Yes,
2411,68.0,No,
1368,89.0,No,
1999,56.0,No,
1098,88.0,No,
2408,58.0,No,
2362,98.0,No,
2494,67.0,Yes,
1345,97.0,Yes,2025-02-20
1441,87.0,Yes,2025-12-13
1724,83.0,No,
1925,61.0,No,
1092,,Yes,2025-05-26
1442,98.0,Yes,2025-02-17
2113,59.0,No,
1671,68.0,No,
2412,92.0,No,
2228,64.0,No,
2149,66.0,No,
1288,58.0,Yes,2025-11-16
1531,98.0,Yes,2025-12-10
1026,,No,
1044,82.0,No,
2084,53.0,No,
1308,66.0,Yes,2025-01-02
2136,68.0,No,
1494,52.0,Yes,2025-07-01
2409,65.0,No,
2488,52.0,No,
2137,53.0,No,
1495,85.0,No,
1441,72.0,Yes,
1781,61.0,No,
1959,98.0,Yes,2025-03-06
1618,81.0,Yes,2025-05-08
2422,91.0,No,
1754,78.0,No,
1936,74.0,Yes,2025-07-04
1474,72.0,Yes,2025-08-12
1774,73.0,No,
2226,85.0,No,
1051,88.0,No,
1988,56.0,Yes,2025-07-16
2485,55.0,No,
1975,83.0,Yes,2025-11-28
1286,78.0,No,
1147,60.0,Yes,
1184,59.0,No,
2293,84.0,No,
1800,83.0,No,
2315,97.0,No,
1749,,Yes,2025-05-28
1440,90.0,No,
1605,74.0,No,
1668,59.0,No,
2463,91.0,Yes,2025-11-25
2303,67.0,No,
2215,86.0,No,
1689,86.0,No,
1006,87.0,No,
1835,80.0,No,
1210,66.0,No,
1287,79.0,No,
1326,57.0,No,
1004,52.0,No,
1653,,No,
1461,,Yes,2025-12-12
2092,,No,
2497,67.0,Yes,2025-09-05
1894,66.0,No,
2436,50.0,Yes,2025-02-10
1066,83.0,No,
1798,,No,
1013,51.0,No,
1204,,No,
1770,94.0,Yes,
1787,84.0,No,
2340,,No,
1135,53.0,Yes,2025-01-07
1706,88.0,Yes,2025-03-30
1989,97.0,Yes,2025-12-20
1631,55.0,No,
2415,79.0,Yes,2025-04-26
1103,65.0,No,
1421,54.0,No,
1755,53.0,Yes,
1229,91.0,Yes,2025-05-16
1229,97.0,Yes,2025-01-24
1987,73.0,Yes,2025-01-20
2254,97.0,No,
2176,,No,
1412,67.0,No,
1667,99.0,No,
1679,77.0,Yes,2025-08-21
2345,76.0,No,
1658,52.0,No,
1404,86.0,No,
2235,61.0,No,
2020,,Yes,2025-06-24
1161,,No,
2142,86.0,Yes,2025-06-02
1467,82.0,Yes,2025-07-20
2480,66.0,Yes,2025-05-02
1942,96.0,Yes,2025-09-15
1149,81.0,No,
1056,60.0,No,
1320,54.0,No,
1275,71.0,No,
1781,98.0,No,
2295,62.0,No,
1573,88.0,No,
1634,69.0,No,
1066,76.0,No,
1287,98.0,No,
1910,64.0,No,
2348,97.0,No,
2111,56.0,No,
2406,60.0,Yes,
2399,79.0,No,
1598,99.0,No,
1754,55.0,Yes,2025-05-07
2438,70.0,Yes,
2446,93.0,No,
1171,77.0,Yes,2025-01-06
1060,91.0,No,
1766,85.0,Yes,2025-07-26
2279,91.0,No,
1706,59.0,No,
1255,98.0,Yes,2025-12-22
2354,97.0,No,
1885,56.0,Yes,2025-06-28
1535,70.0,Yes,2025-05-23
2368,78.0,Yes,2025-01-12
2460,94.0,No,
1453,82.0,No,
2181,65.0,No,
1122,98.0,No,
1270,71.0,Yes,2025-04-01
1504,52.0,Yes,2025-11-28
1428,71.0,Yes,2025-07-16
1984,85.0,Yes,2025-01-26
1923,84.0,No,
1920,99.0,Yes,2025-08-02
2429,64.0,No,
1242,72.0,No,
1240,77.0,No,
1610,54.0,No,
2319,72.0,Yes,2025-11-06
1390,74.0,Yes,2025-10-06
1750,75.0,Yes,2025-05-19
1038,66.0,Yes,2025-09-02
2161,57.0,No,
2467,58.0,Yes,
1238,69.0,No,
1652,73.0,Yes,2025-05-01
1469,,No,
1399,86.0,Yes,2025-12-18
2476,94.0,Yes,
2362,72.0,No,
1335,72.0,No,
1837,97.0,No,
1227,100.0,No,
2021,80.0,No,
1877,90.0,Yes,
2499,73.0,No,
1361,72.0,No,
1700,75.0,No,
1084,65.0,Yes,2025-07-24
2241,58.0,No,
2217,83.0,Yes,
1591,81.0,No,
1795,58.0,No,
1868,62.0,Yes,2025-02-13
2327,62.0,No,
1817,,Yes,2025-11-18
1939,69.0,Yes,2025-10-26
1803,88.0,No,
2036,51.0,No,
2287,96.0,No,
1766,75.0,Yes,2025-06-01
2332,78.0,Yes,2025-12-26
1029,69.0,No,
2066,54.0,Yes,2025-10-09
1952,60.0,No,
1331,71.0,No,
1825,65.0,No,
1922,67.0,Yes,2025-06-29
1961,67.0,Yes,2025-01-22
1134,100.0,Yes,2025-02-05
2294,69.0,No,
1022,64.0,Yes,2025-12-02
1861,79.0,Yes,2025-06-28
1154,95.0,No,
1259,61.0,Yes,
1120,59.0,Yes,2025-05-29
1100,85.0,Yes,2025-01-24
2195,54.0,No,
2424,91.0,No,
1909,83.0,No,
2064,79.0,Yes,2025-05-31
1410,98.0,No,
2069,57.0,No,
1857,88.0,No,
2335,77.0,No,
1262,62.0,No,
1873,52.0,No,
2031,96.0,No,
2124,72.0,No,
1630,82.0,No,
1659,59.0,No,
2277,70.0,Yes,2025-03-26
1746,52.0,No,
1680,99.0,Yes,2025-11-07
1366,87.0,Yes,
1467,78.0,Yes,2025-04-16
1200,97.0,No,
2475,53.0,Yes,2025-12-08
1951,95.0,No,
1461,69.0,No,
2370,,No,
1792,61.0,No,
2193,69.0,Yes,2025-10-12
1629,57.0,Yes,2025-03-18
1827,52.0,Yes,2025-09-04
1871,55.0,No,
1510,95.0,No,
2462,79.0,No,
2316,86.0,No,
2499,85.0,No,
2402,95.0,Yes,2025-08-25
1715,,Yes,2025-10-06
1905,62.0,No,
2292,93.0,No,
2273,75.0,No,
1183,80.0,No,
1372,79.0,No,
2324,57.0,No,
2414,61.0,No,
1370,69.0,Yes,2025-03-04
1474,52.0,No,
1045,88.0,No,
1015,58.0,No,
1193,54.0,Yes,2025-09-13
2355,68.0,No,
1307,63.0,Yes,
1577,78.0,No,
1673,52.0,No,
1837,52.0,No,
2333,93.0,No,
1375,98.0,No,
1031,75.0,Yes,
1468,54.0,No,
2353,66.0,Yes,2025-10-05
2251,58.0,No,
1453,72.0,No,
1673,90.0,Yes,2025-07-02
2247,65.0,No,
1473,69.0,No,
1113,,No,
1739,60.0,No,
1006,74.0,No,
2345,87.0,No,
1139,77.0,No,
1212,73.0,No,
1931,84.0,Yes,2025-05-17
2491,90.0,No,
1572,50.0,Yes,2025-02-04
1765,88.0,Yes,2025-06-06
1269,75.0,Yes,2025-01-06
2287,61.0,No,
2374,56.0,No,
2127,81.0,Yes,2025-11-12
1692,95.0,Yes,
1398,69.0,No,
2222,68.0,Yes,2025-09-14
1311,52.0,No,
1090,74.0,Yes,2025-10-30
1333,83.0,No,
1443,64.0,Yes,2025-09-24
1244,55.0,Yes,2025-10-17
2151,78.0,Yes,2025-07-29
1519,84.0,No,
1004,66.0,No,
1298,75.0,Yes,
2422,,Yes,2025-10-04
1932,71.0,No,
1366,94.0,No,
2220,86.0,No,
1788,90.0,No,
2367,58.0,Yes,2025-09-29
1260,92.0,No,
1676,79.0,Yes,2025-02-12
2487,68.0,Yes,2025-09-13
1224,69.0,Yes,2025-01-26
1521,68.0,No,
1640,85.0,No,
2101,59.0,Yes,2025-09-06
1233,87.0,Yes,2025-09-17
1434,76.0,No,
1403,67.0,Yes,2025-08-14
2170,95.0,No,
1759,,Yes,2025-04-16
1039,78.0,No,
1284,77.0,No,
2438,97.0,No,
1796,64.0,Yes,2025-03-26
1517,69.0,No,
1089,84.0,No,
1640,,No,
2381,69.0,No,
2486,74.0,No,
1413,51.0,Yes,2025-11-13
1172,80.0,Yes,2025-01-26
2388,92.0,Yes,2025-07-25
1076,88.0,No,
1431,90.0,No,
1374,87.0,Yes,2025-12-13
2272,90.0,Yes,2025-05-18
1662,61.0,No,
1106,82.0,No,
2453,96.0,Yes,2025-04-03
1432,59.0,No,
1303,95.0,No,
1114,61.0,Yes,2025-01-12
2287,65.0,No,
1420,82.0,No,
1748,54.0,Yes,2025-08-21
1267,75.0,No,
1089,70.0,Yes,2025-05-24
2127,67.0,No,
1712,86.0,No,
1619,52.0,No,
1225,76.0,No,
1053,80.0,No,
1188,,No,
2495,61.0,No,
1380,58.0,No,
1924,92.0,No,
1474,66.0,No,
2422,86.0,No,
2164,66.0,No,
2185,,No,
1002,75.0,Yes,2025-12-31
1439,75.0,No,
1319,75.0,No,
1558,59.0,Yes,2025-06-26
1448,85.0,No,
1030,86.0,No,
1679,56.0,No,
2035,62.0,No,
2228,87.0,No,
2065,57.0,No,
1084,71.0,No,
2493,75.0,No,
1604,,Yes,2025-08-30
1465,80.0,Yes,
1636,73.0,No,
2141,53.0,No,
2080,62.0,No,
1376,79.0,No,
2056,62.0,Yes,2025-05-30
1383,85.0,Yes,2025-02-19
1258,58.0,No,
1266,56.0,Yes,2025-07-20
1196,71.0,Yes,2025-08-14
1829,70.0,No,
1832,99.0,Yes,2025-02-21
1410,71.0,Yes,2025-10-17
1051,92.0,Yes,2025-03-03
2144,60.0,Yes,2025-02-04
1546,67.0,Yes,2025-10-08
1546,,Yes,2025-03-16
2105,,Yes,2025-06-23
1023,78.0,Yes,2025-03-27
1918,67.0,Yes,2025-04-30
1416,,No,
1440,89.0,Yes,2025-03-20
2123,99.0,No,
1205,51.0,No,
1613,54.0,No,
1408,69.0,No,
1636,,Yes,2025-11-16
1926,95.0,Yes,2025-03-07
2167,87.0,No,
1084,58.0,Yes,2025-03-24
1701,60.0,Yes,
2301,77.0,Yes,
1662,98.0,No,
1774,59.0,No,
2170,90.0,No,
1184,71.0,No,
1835,69.0,No,
2378,51.0,No,
1547,,No,
1255,52.0,No,
1895,69.0,No,
1867,81.0,Yes,2025-10-30
1777,60.0,No,
1147,83.0,Yes,2025-09-05
1918,84.0,Yes,2025-02-20
1925,62.0,Yes,2025-05-09
2317,90.0,Yes,2025-07-21
2249,88.0,No,
1454,79.0,Yes,2025-11-10
1449,66.0,No,
1564,50.0,Yes,2025-09-10
2041,51.0,Yes,2025-11-30
2294,86.0,Yes,2025-05-28
1329,81.0,Yes,2025-11-18
2120,54.0,Yes,2025-10-20
2041,86.0,No,
2212,85.0,No,
1625,,No,
2313,93.0,No,
1477,,No,
2401,94.0,No,
1485,74.0,No,
1481,,No,
2456,60.0,No,
1637,63.0,No,
1879,63.0,Yes,2025-02-03
2006,91.0,No,
1821,78.0,Yes,2025-11-27
1277,69.0,No,
1007,90.0,Yes,2025-05-04
1948,92.0,Yes,2025-09-20
1905,62.0,Yes,
1610,98.0,No,
1468,73.0,Yes,2025-01-04
1408,78.0,No,
1400,67.0,No,
1112,93.0,No,
1679,78.0,Yes,2025-05-15
1488,77.0,Yes,2025-12-02
1588,93.0,Yes,2025-05-11
1653,88.0,Yes,2025-11-23
1409,71.0,No,
2285,,Yes,2025-11-28
1964,85.0,No,
1257,95.0,No,
1651,56.0,Yes,2025-11-22
1952,72.0,No,
1113,57.0,Yes,2025-05-03
1605,56.0,Yes,2025-06-23
1390,75.0,Yes,2025-10-10
2471,50.0,Yes,2025-06-08
2021,,No,
2380,56.0,No,
1835,56.0,No,
2410,99.0,Yes,2025-07-02
1057,60.0,Yes,2025-01-24
1030,78.0,Yes,2025-03-02
2090,84.0,No,
2405,61.0,Yes,2025-06-18
1293,99.0,Yes,2025-05-06
1104,66.0,Yes,2025-09-23
1052,62.0,No,
1502,57.0,No,
1327,70.0,Yes,2025-04-17
2166,52.0,Yes,2025-04-25
1352,83.0,No,
1619,99.0,No,
1393,72.0,No,
1231,67.0,No,
1867,,No,
1266,54.0,No,
2148,60.0,Yes,2025-05-04
1158,73.0,Yes,2025-03-15
1437,50.0,Yes,2025-06-19
2029,87.0,No,
2308,70.0,No,
1397,,No,
1175,89.0,Yes,
2309,72.0,No,
1723,61.0,Yes,2025-02-23
2437,64.0,Yes,2025-03-28
2405,61.0,No,
1332,81.0,No,
1223,,No,
1825,68.0,No,
1293,73.0,No,
1378,81.0,No,
1757,,Yes,2025-10-03
1570,58.0,No,
1622,90.0,No,
2338,78.0,Yes,2025-02-13
1289,78.0,Yes,2025-02-21
2423,62.0,Yes,2025-09-25
2472,64.0,No,
2174,70.0,Yes,2025-04-08
1630,85.0,No,
1007,97.0,No,
1792,59.0,No,
2017,70.0,Yes,2025-02-23
1093,89.0,Yes,2025-11-23
2032,50.0,No,
1461,68.0,Yes,2025-10-14
1141,93.0,No,
2276,96.0,Yes,2025-11-24
2072,80.0,No,
1591,60.0,No,
1262,62.0,No,
1097,68.0,No,
1173,,No,
2286,58.0,No,
1778,63.0,Yes,2025-02-10
1920,50.0,Yes,2025-02-25
2263,100.0,No,
2045,71.0,No,
2328,,Yes,2025-08-31
2414,59.0,No,
1083,82.0,Yes,2025-10-01
2252,55.0,No,
2043,61.0,No,
1141,77.0,Yes,2025-04-05
2133,72.0,Yes,2025-05-31
1308,99.0,No,
1951,51.0,Yes,2025-09-19
2200,92.0,No,
2036,52.0,Yes,2025-12-04
1385,64.0,No,
1401,84.0,No,
2391,88.0,No,
1885,,Yes,2025-12-29
2413,73.0,No,
1869,,Yes,2025-06-11
1489,94.0,Yes,2025-08-21
2260,81.0,Yes,2025-08-06
1998,79.0,Yes,2025-02-01
1219,72.0,No,
1044,72.0,No,
1401,79.0,Yes,2025-03-07
1861,85.0,No,
1731,93.0,Yes,2025-04-23
2384,51.0,Yes,2025-01-16
1114,85.0,No,
2094,66.0,Yes,2025-12-23
1049,81.0,No,
2110,61.0,No,
1654,,No,
1072,83.0,No,
2018,77.0,No,
1758,64.0,No,
1843,58.0,No,
1618,91.0,No,
2238,90.0,No,
1342,100.0,Yes,2025-10-14
1637,59.0,Yes,2025-08-03
2135,68.0,No,
1974,63.0,No,
2133,65.0,No,
1882,,Yes,2025-06-15
1166,90.0,Yes,
1968,92.0,Yes,2025-09-24
2071,,Yes,2025-04-11
1525,92.0,No,
2365,71.0,No,
1656,,Yes,2025-05-06
1040,72.0,No,
1532,54.0,Yes,2025-05-14
1271,56.0,No,
1931,90.0,Yes,
1951,66.0,No,
1581,94.0,Yes,2025-04-28
1864,93.0,No,
1532,87.0,Yes,2025-06-21
1981,82.0,No,
2259,61.0,No,
1529,100.0,No,
1718,51.0,Yes,2025-12-14
1209,83.0,Yes,2025-04-24
1228,70.0,No,
1678,85.0,Yes,2025-05-04
2348,89.0,Yes,2025-07-20
1930,93.0,Yes,2025-03-31
1798,63.0,No,
1876,87.0,No,
2465,,Yes,2025-04-20
1914,60.0,Yes,2025-10-18
2285,95.0,Yes,2025-07-18
1414,80.0,Yes,2025-11-08
2472,80.0,Yes,
1859,58.0,No,
1782,67.0,No,
1321,57.0,Yes,2025-10-17
1851,51.0,Yes,2025-12-08
1653,63.0,Yes,2025-02-19
1458,93.0,Yes,2025-03-05
1659,,Yes,2025-12-02
1900,94.0,Yes,2025-01-27
2315,55.0,Yes,2025-04-27
1076,75.0,No,
1285,89.0,No,
1142,56.0,No,
1476,85.0,Yes,2025-09-28
1912,60.0,No,
1200,50.0,No,
2297,62.0,Yes,
2179,56.0,Yes,2025-10-18
1876,88.0,Yes,
1144,70.0,Yes,2025-05-09
2164,68.0,Yes,
2353,72.0,Yes,2025-10-14
1940,87.0,No,
1539,97.0,No,
1834,,No,
2014,,Yes,2025-02-23
1440,61.0,No,
1451,99.0,Yes,2025-03-13
1748,50.0,Yes,2025-07-25
1639,97.0,Yes,
1991,60.0,No,
2120,76.0,Yes,
1524,57.0,No,
1467,89.0,No,
1321,87.0,No,
1310,71.0,Yes,2025-12-16
1654,62.0,No,
2490,82.0,Yes,2025-08-17
1272,78.0,No,
2426,68.0,Yes,2025-05-01
2431,84.0,No,
1035,50.0,No,
1881,63.0,Yes,2025-11-23
1891,90.0,No,
1892,62.0,Yes,2025-01-27
1513,96.0,No,
2419,76.0,Yes,2025-06-22
1132,82.0,Yes,2025-10-23
1339,99.0,No,
1511,66.0,No,
1535,81.0,Yes,2025-08-02
2326,92.0,Yes,
1139,62.0,No,
2291,100.0,No,
1709,55.0,No,
1693,58.0,No,
1966,85.0,Yes,2025-09-15
1907,78.0,Yes,
1617,64.0,No,
2082,90.0,No,
1342,83.0,Yes,2025-10-27
1116,68.0,No,
1326,75.0,Yes,2025-06-30
1376,87.0,No,
1403,55.0,No,
1615,78.0,No,
1816,53.0,No,
1128,100.0,No,
2023,99.0,No,
2128,86.0,No,
2244,91.0,Yes,2025-12-06
1179,52.0,Yes,
1383,67.0,No,
1087,51.0,No,
1897,73.0,No,
1801,86.0,Yes,2025-07-07
1056,65.0,Yes,2025-08-08
1217,78.0,Yes,2025-09-05
1855,59.0,No,
1975,65.0,Yes,2025-11-21
2382,85.0,No,
2282,82.0,Yes,2025-04-11
2043,63.0,Yes,2025-11-03
1057,95.0,No,
1998,97.0,Yes,2025-05-09
1631,,No,
1811,64.0,Yes,2025-04-04
2129,,Yes,2025-09-03
1123,57.0,No,
1554,80.0,No,
2363,57.0,No,
2254,54.0,Yes,2025-10-19
1182,,Yes,2025-09-25
1920,50.0,Yes,2025-02-25
2266,56.0,Yes,2025-05-05
1829,91.0,Yes,2025-06-26
1516,74.0,No,
2107,56.0,No,
1969,51.0,No,
2317,52.0,Yes,2025-02-27
1647,100.0,Yes,2025-07-28
1467,78.0,No,
1328,84.0,No,
2315,,Yes,2025-07-10
2373,53.0,No,
1810,86.0,No,
1447,83.0,Yes,2025-11-22
2440,97.0,No,
1556,53.0,Yes,2025-11-10
2421,99.0,No,
2272,69.0,Yes,2025-06-03
2171,50.0,Yes,2025-09-08
1011,92.0,Yes,2025-07-19
1173,50.0,No,
2384,66.0,Yes,
2026,96.0,Yes,2025-09-05
1036,59.0,No,
2091,62.0,Yes,2025-09-30
1662,88.0,Yes,2025-03-25
1204,76.0,Yes,2025-01-11
1744,66.0,Yes,2025-05-04
1722,55.0,No,
2237,74.0,No,
2271,68.0,Yes,2025-01-18
2169,90.0,No,
2049,92.0,Yes,2025-02-09
1384,51.0,Yes,2025-11-03
2399,58.0,No,
